week_start,week_index,product,demand_units
2023-07-24,29,Wool socks,84
2023-07-31,30,Wool socks,115
2023-08-07,31,Wool socks,95
2023-08-14,32,Wool socks,129
2023-08-21,33,Wool socks,113
2023-08-28,34,Wool socks,135
2023-09-04,35,Wool socks,127
2023-09-11,36,Wool socks,128
2023-09-18,37,Wool socks,99
2023-09-25,38,Wool socks,135
2023-10-02,39,Wool socks,131
2023-10-09,40,Wool socks,82
2023-10-16,41,Wool socks,109
2023-10-23,42,Wool socks,108
2023-10-30,43,Wool socks,72
2023-11-06,44,Wool socks,94
2023-11-13,45,Wool socks,94
2023-11-20,46,Wool socks,93
2023-11-27,47,Wool socks,102
2023-12-04,48,Wool socks,99
2023-12-11,49,Wool socks,116
2023-12-18,50,Wool socks,116
2023-12-25,51,Wool socks,102
2024-01-01,52,Wool socks,86
2024-01-08,53,Wool socks,95
2024-01-15,54,Wool socks,109
2024-01-22,55,Wool socks,91
2024-01-29,56,Wool socks,108
2024-02-05,57,Wool socks,82
2024-02-12,58,Wool socks,90
2024-02-19,59,Wool socks,83
2024-02-26,60,Wool socks,104
2024-03-04,61,Wool socks,96
2024-03-11,62,Wool socks,100
2024-03-18,63,Wool socks,102
2024-03-25,64,Wool socks,99
2024-04-01,65,Wool socks,122
2024-04-08,66,Wool socks,105
2024-04-15,67,Wool socks,56
2024-04-22,68,Wool socks,104
2024-04-29,69,Wool socks,102
2024-05-06,70,Wool socks,113
2024-05-13,71,Wool socks,91
2024-05-20,72,Wool socks,86
2024-05-27,73,Wool socks,108
2024-06-03,74,Wool socks,83
2024-06-10,75,Wool socks,104
2024-06-17,76,Wool socks,104
2024-06-24,77,Wool socks,114
2024-07-01,78,Wool socks,102
2024-07-08,79,Wool socks,123
2024-07-15,80,Wool socks,131
2024-07-22,81,Wool socks,115
2024-07-29,82,Wool socks,122
2024-08-05,83,Wool socks,137
2024-08-12,84,Wool socks,95
2024-08-19,85,Wool socks,120
2024-08-26,86,Wool socks,136
2024-09-02,87,Wool socks,122
2024-09-09,88,Wool socks,110
2024-09-16,89,Wool socks,117
2024-09-23,90,Wool socks,121
2024-09-30,91,Wool socks,134
2024-10-07,92,Wool socks,99
2024-10-14,93,Wool socks,135
2024-10-21,94,Wool socks,134
2024-10-28,95,Wool socks,119
2024-11-04,96,Wool socks,121
2024-11-11,97,Wool socks,110
2024-11-18,98,Wool socks,118
2024-11-25,99,Wool socks,113
2024-12-02,100,Wool socks,110
2024-12-09,101,Wool socks,103
2024-12-16,102,Wool socks,104
2024-12-23,103,Wool socks,109
2024-12-30,104,Wool socks,84
2025-01-06,105,Wool socks,116
2025-01-13,106,Wool socks,86
2025-01-20,107,Wool socks,108
2025-01-27,108,Wool socks,68
2025-02-03,109,Wool socks,102
2025-02-10,110,Wool socks,93
2025-02-17,111,Wool socks,121
2025-02-24,112,Wool socks,114
2025-03-03,113,Wool socks,87
2025-03-10,114,Wool socks,86
2025-03-17,115,Wool socks,99
2025-03-24,116,Wool socks,99
2025-03-31,117,Wool socks,97
2025-04-07,118,Wool socks,98
2025-04-14,119,Wool socks,90
2025-04-21,120,Wool socks,75
2025-04-28,121,Wool socks,93
2025-05-05,122,Wool socks,81
2025-05-12,123,Wool socks,109
2025-05-19,124,Wool socks,81
2025-05-26,125,Wool socks,88
2025-06-02,126,Wool socks,106
2025-06-09,127,Wool socks,109
2025-06-16,128,Wool socks,82
2025-06-23,129,Wool socks,97
2025-06-30,130,Wool socks,109
2025-07-07,131,Wool socks,125
2023-01-02,0,Utility totes,125
2023-01-09,1,Utility totes,111
2023-01-16,2,Utility totes,107
2023-01-23,3,Utility totes,115
2023-01-30,4,Utility totes,95
2023-02-06,5,Utility totes,98
2023-02-13,6,Utility totes,135
2023-02-20,7,Utility totes,116
2023-02-27,8,Utility totes,100
2023-03-06,9,Utility totes,117
2023-03-13,10,Utility totes,127
2023-03-20,11,Utility totes,94
2023-03-27,12,Utility totes,105
2023-04-03,13,Utility totes,92
2023-04-10,14,Utility totes,81
2023-04-17,15,Utility totes,118
2023-04-24,16,Utility totes,112
2023-05-01,17,Utility totes,92
2023-05-08,18,Utility totes,85
2023-05-15,19,Utility totes,101
2023-05-22,20,Utility totes,0
2023-05-29,21,Utility totes,90
2023-06-05,22,Utility totes,110
2023-06-12,23,Utility totes,98
2023-06-19,24,Utility totes,96
2023-06-26,25,Utility totes,123
2023-07-03,26,Utility totes,114
2023-07-10,27,Utility totes,0
2023-07-17,28,Utility totes,95
2023-07-24,29,Utility totes,130
2023-07-31,30,Utility totes,126
2023-08-07,31,Utility totes,118
2023-08-14,32,Utility totes,112
2023-08-21,33,Utility totes,132
2023-08-28,34,Utility totes,0
2023-09-04,35,Utility totes,111
2023-09-11,36,Utility totes,127
2023-09-18,37,Utility totes,0
2023-09-25,38,Utility totes,106
2023-10-02,39,Utility totes,131
2023-10-09,40,Utility totes,153
2023-10-16,41,Utility totes,118
2023-10-23,42,Utility totes,108
2023-10-30,43,Utility totes,114
2023-11-06,44,Utility totes,150
2023-11-13,45,Utility totes,137
2023-11-20,46,Utility totes,118
2023-11-27,47,Utility totes,121
2023-12-04,48,Utility totes,134
2023-12-11,49,Utility totes,0
2023-12-18,50,Utility totes,126
2023-12-25,51,Utility totes,0
2024-01-01,52,Utility totes,101
2024-01-08,53,Utility totes,0
2024-01-15,54,Utility totes,110
2024-01-22,55,Utility totes,95
2024-01-29,56,Utility totes,102
2024-02-05,57,Utility totes,105
2024-02-12,58,Utility totes,105
2024-02-19,59,Utility totes,0
2024-02-26,60,Utility totes,113
2024-03-04,61,Utility totes,101
2024-03-11,62,Utility totes,103
2024-03-18,63,Utility totes,103
2024-03-25,64,Utility totes,122
2024-04-01,65,Utility totes,0
2024-04-08,66,Utility totes,120
2024-04-15,67,Utility totes,117
2024-04-22,68,Utility totes,102
2024-04-29,69,Utility totes,114
2024-05-06,70,Utility totes,103
2024-05-13,71,Utility totes,87
2024-05-20,72,Utility totes,111
2024-05-27,73,Utility totes,106
2024-06-03,74,Utility totes,0
2024-06-10,75,Utility totes,90
2024-06-17,76,Utility totes,99
2024-06-24,77,Utility totes,105
2024-07-01,78,Utility totes,118
2024-07-08,79,Utility totes,93
2024-07-15,80,Utility totes,92
2024-07-22,81,Utility totes,0
2024-07-29,82,Utility totes,129
2024-08-05,83,Utility totes,0
2024-08-12,84,Utility totes,144
2024-08-19,85,Utility totes,105
2024-08-26,86,Utility totes,148
2024-09-02,87,Utility totes,0
2024-09-09,88,Utility totes,113
2024-09-16,89,Utility totes,122
2024-09-23,90,Utility totes,118
2024-09-30,91,Utility totes,141
2024-10-07,92,Utility totes,143
2024-10-14,93,Utility totes,103
2024-10-21,94,Utility totes,135
2024-10-28,95,Utility totes,140
2024-11-04,96,Utility totes,114
2024-11-11,97,Utility totes,0
2024-11-18,98,Utility totes,128
2024-11-25,99,Utility totes,120
2024-12-02,100,Utility totes,134
2024-12-09,101,Utility totes,101
2024-12-16,102,Utility totes,144
2024-12-23,103,Utility totes,121
2024-12-30,104,Utility totes,121
2025-01-06,105,Utility totes,123
2025-01-13,106,Utility totes,155
2025-01-20,107,Utility totes,0
2025-01-27,108,Utility totes,107
2025-02-03,109,Utility totes,125
2025-02-10,110,Utility totes,0
2025-02-17,111,Utility totes,0
2025-02-24,112,Utility totes,108
2025-03-03,113,Utility totes,107
2025-03-10,114,Utility totes,116
2025-03-17,115,Utility totes,117
2025-03-24,116,Utility totes,0
2025-03-31,117,Utility totes,0
2025-04-07,118,Utility totes,112
2025-04-14,119,Utility totes,89
2025-04-21,120,Utility totes,132
2025-04-28,121,Utility totes,100
2025-05-05,122,Utility totes,71
2025-05-12,123,Utility totes,96
2025-05-19,124,Utility totes,108
2025-05-26,125,Utility totes,95
2025-06-02,126,Utility totes,109
2025-06-09,127,Utility totes,102
2025-06-16,128,Utility totes,0
2025-06-23,129,Utility totes,156
2025-06-30,130,Utility totes,121
2025-07-07,131,Utility totes,105
